period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
30,-0.02144760200096336,-0.39324597119456495,0.3566907994890132,-0.635206844674311,0.5996877631946023,-0.7540690431741356,0.717715568244344,0.37694627941204406,0.37575075184250634,-0.018292239892200374,-0.26853262656924004,0.20425319886223917,-0.42831128486992487,0.3560400333653831,-0.49756067229653317,0.4404375048713862,0.24407934336194453,0.23584533531433446,-0.9382377601017784,-0.3528022596945062,0.29684948926121574,0.9952794822703124,-0.04168772859795094,0.03934454152622448,-0.037318109275387756,0.01372430037335523,-0.0015169060258162514,0.005453879320130686
33,-0.040804944763720284,-0.4113395837303879,0.335942825287692,-0.6516279128448889,0.5762572781838811,-0.769570516781725,0.6923432924846611,0.37290088017730544,0.37202220874192266,-0.03629423068950322,-0.2890924775208349,0.17182366194873108,-0.4316432672984347,0.33165933704378336,-0.5088524977303788,0.4074392888391078,0.24131562257968053,0.23322614692312854,-0.9382377601017784,-0.3752142794134391,0.24729077906388763,0.9348488361933762,-0.062324831754315024,0.04144588921172904,-0.05801022548192651,0.014765918320894574,-0.008520974270459697,0.002904826694130606
36,-0.03783666478259041,-0.3996290564944916,0.33234553435429803,-0.635204899445023,0.5685344595878715,-0.7504897188793487,0.6824197729190079,0.3659966250895213,0.3642554679518978,-0.03319590801693354,-0.2728313956027748,0.17052392046902567,-0.4086845128163763,0.3268025362395123,-0.4861291527521878,0.40463777267112044,0.23439011690349443,0.22701138606285992,-0.8680395319456893,-0.37007259199141873,0.24726876222059285,0.9345203387705636,-0.06571215358133764,0.04183797614457434,-0.061096178300170965,0.014166179252237177,-0.009668173669922543,0.0013696935459304122
39,-0.0479660977380567,-0.396827717512878,0.30675402316886874,-0.6245330490116058,0.5325281898027986,-0.7350671415102206,0.6413829322786837,0.34935436215266197,0.35043988177537794,-0.033895710925705605,-0.2594324778466568,0.15881426169756532,-0.4014380095742648,0.30819573388573895,-0.46907607180582656,0.37256865914299103,0.22649892135815877,0.22032614872308548,-0.8840739489876283,-0.3388486281765237,0.19873633725982104,0.8179535118015397,-0.0648920887773665,0.03116467577835962,-0.05765774269992002,0.007655417657007266,-0.014056756240111962,-0.004569091462997495
42,-0.0461688871785391,-0.38326239405726414,0.299673770882704,-0.6027698608893195,0.5204236535265554,-0.7096543297442724,0.6264792709460046,0.34086479215579635,0.33864706170836884,-0.030723242263524318,-0.24253963487297983,0.154249984650558,-0.38647132481745594,0.29897231749791314,-0.45550693489386734,0.35831654510154276,0.22547500204236043,0.21789429483610845,-0.9010821810206421,-0.316012108748012,0.2023686406589443,0.7838420235028626,-0.06524969477001846,0.015019101068156248,-0.06039883265839864,0.0035776763376950114,-0.018155954240054326,-0.006990524126907526
45,-0.04475213904412183,-0.37853981181983093,0.29760642883576127,-0.596618183858022,0.5166376286867035,-0.7027293931129382,0.6222290993241159,0.33729562730687207,0.336725676147207,-0.02532239528701672,-0.2380257170438233,0.1581453381917639,-0.3866163651806174,0.28659407127539976,-0.4494170560585392,0.34979477577763485,0.22150979540269616,0.21593910345064052,-0.8637067042524791,-0.30231793470061324,0.18285100350199468,0.796311989210125,-0.062114736622085415,0.007119757311048148,-0.05838684757645088,7.627418109676117e-4,-0.01895004317014658,-0.008023227824405186
48,-0.04036875594636091,-0.3518213778214826,0.2719745186548039,-0.5571384284473846,0.47377958605691484,-0.6569260072026941,0.5715519093486037,0.3104351621292941,0.3159266379956545,-0.02992259041606418,-0.2305260702396011,0.1387284992861493,-0.36155796162341,0.26869569120071274,-0.4325681151659747,0.3313110512680757,0.20981759588289867,0.20770963020203162,-0.8677014033881211,-0.27705798330345166,0.1598020740242407,0.8734567085774506,-0.05542386342257471,3.1299749733416536e-4,-0.048343680044125883,-0.0015803095742992733,-0.01736591338381753,-0.006944639194967649
51,-0.03166305550899728,-0.33986925242451976,0.2791987209674287,-0.5420654182008364,0.48052671972693495,-0.6408688239068762,0.5782542629460123,0.30721266773903144,0.31400232347190726,-0.03018235734551214,-0.22878988434980485,0.12669076250341033,-0.37086968000509024,0.2610880085393157,-0.4362068096926366,0.3181422005215457,0.20947701108490657,0.21225143999188406,-0.7538692445849459,-0.2491372094550877,0.1548515707165195,0.863501227998113,-0.06500159248407304,6.274848132391567e-4,-0.05130427519192672,-0.002709832957027185,-0.019131177080899425,-0.0076486355090398545
54,-0.018897348555942366,-0.3201160275421041,0.2856999935376374,-0.5183761898297643,0.4828441829692659,-0.6150384795629996,0.5787816338670079,0.30127303263495847,0.3073679432971924,-0.026573552710577708,-0.2174278899711624,0.1268236569021636,-0.3564670439346812,0.26300332919814395,-0.42087906595613733,0.31971647754796445,0.2053938498869191,0.20704377319945602,-0.6540557370476279,-0.2282248928082436,0.16804306335356403,0.8153338058462118,-0.05878710175834234,7.112815580144452e-4,-0.03921312256649612,-0.0024796302897813105,-0.015477905292363292,-0.006374691666516342
57,-0.0049008300386942415,-0.3029864719553597,0.29368697371895097,-0.49877836797214026,0.4878565102695583,-0.5941890970224559,0.5821518930332414,0.29720077493468383,0.30189335484812657,-0.016389011745048032,-0.2049397778657106,0.14682289770420057,-0.33600194640026326,0.27697052962921925,-0.39464240634872605,0.33970013331108656,0.2021233148615324,0.20372562394814775,-0.5553687895462845,-0.2125950398190448,0.1659034998661464,0.7719319421574905,-0.05199767669035855,0.0010085651054040213,-0.026727255955457357,-0.0012660880942016982,-0.01174983491460973,-0.00440427323872043
60,-0.021644920207372086,-0.2629591983553841,0.21913575127474785,-0.41873390480479067,0.37454162875406904,-0.49477791718520364,0.4498530719759761,0.23500130321403384,0.2426623624500875,-0.016363338728205286,-0.15796049513392277,0.08974058096800261,-0.27016891640013985,0.20637506473204104,-0.3173949501753241,0.2507486885713067,0.16066897713691886,0.16152290595711105,-0.4573083351056018,-0.2016016640115304,0.12549562581435486,0.4582137338902256,-0.024584047554624525,0.001706745241471425,-0.020442789987172028,-6.030282977003512e-5,-0.007919879236295507,-0.004689159828256337
